origin_no	sort_id	token	number	frequency
13173	13103	generator	26048	5.733e-06
8898	11054	whispers	26047	5.733e-06
11591	10405	concerto	26045	5.733e-06
10310	13659	aiming	26043	5.732e-06
14970	11347	brows	26042	5.732e-06
15682	16902	correlation	26040	5.732e-06
12350	18392	pinch	26036	5.731e-06
14916	17282	fae	26034	5.730e-06
13297	10602	madame	26027	5.729e-06
14686	13217	casually	26026	5.729e-06
6033	13982	evacuation	26022	5.728e-06
12437	13774	nail	26020	5.727e-06
15298	23356	##mind	26009	5.725e-06
14750	10987	eased	26002	5.723e-06
13452	25426	##som	26000	5.723e-06
9646	11891	suck	25999	5.723e-06
15996	15556	sickness	25995	5.722e-06
14355	16737	##rana	25992	5.721e-06
14359	14656	##tical	25989	5.720e-06
12184	18992	##rca	25989	5.720e-06
13685	13745	warden	25984	5.719e-06
13031	14128	underway	25982	5.719e-06
11824	15079	maze	25982	5.719e-06
16246	17532	abbas	25980	5.718e-06
8485	13262	tiles	25979	5.718e-06
10597	12773	coronation	25975	5.717e-06
8220	15759	##jet	25975	5.717e-06
13352	13993	declining	25974	5.717e-06
12425	15851	##uke	25971	5.716e-06
14169	13170	turtle	25970	5.716e-06
13739	17358	sober	25969	5.716e-06
12873	12933	##vich	25964	5.715e-06
14163	11635	webster	25964	5.715e-06
16061	16692	ordinance	25960	5.714e-06
10034	13633	continuation	25957	5.713e-06
18024	11410	##iana	25956	5.713e-06
13838	24090	##thal	25953	5.712e-06
13492	23320	##ryl	25945	5.711e-06
10585	19513	##aud	25944	5.711e-06
16008	12969	mobility	25940	5.710e-06
12488	13146	bulletin	25930	5.707e-06
13745	15540	tess	25927	5.707e-06
10612	28779	loren	25925	5.706e-06
15806	12867	haiti	25917	5.705e-06
16541	24782	champ	25911	5.703e-06
15630	21456	##cea	25911	5.703e-06
13014	12232	owed	25903	5.701e-06
14366	13039	hiking	25902	5.701e-06
13736	13432	memorable	25898	5.700e-06
13781	12463	classrooms	25895	5.700e-06
13961	12041	mvp	25889	5.698e-06
6397	18175	##aine	25887	5.698e-06
16020	12272	gibraltar	25886	5.698e-06
10862	12140	avery	25886	5.698e-06
13902	18081	crab	25885	5.698e-06
14677	14125	accurately	25882	5.697e-06
15039	14323	confront	25881	5.697e-06
14696	14779	heroic	25878	5.696e-06
4867	19317	##22	25876	5.696e-06
14738	13563	submerged	25867	5.694e-06
13366	13339	implied	25867	5.694e-06
7680	19182	##bey	25867	5.694e-06
13740	19044	epa	25863	5.693e-06
14508	12747	slovak	25863	5.693e-06
14171	13833	receptors	25862	5.692e-06
13602	13923	##ages	25853	5.690e-06
15872	11723	1821	25851	5.690e-06
14393	14754	neighbours	25848	5.689e-06
16083	13864	patches	25847	5.689e-06
13395	12872	steele	25839	5.687e-06
11577	14701	##sted	25835	5.687e-06
7606	13502	nucleus	25832	5.686e-06
14516	28741	##orin	25831	5.686e-06
13333	15272	##nah	25830	5.685e-06
4969	17552	render	25827	5.685e-06
12945	13445	donation	25825	5.684e-06
12981	19367	ryu	25823	5.684e-06
12254	15764	definitive	25819	5.683e-06
14024	20696	grunt	25812	5.681e-06
13372	15356	borne	25810	5.681e-06
13313	16901	##rock	25806	5.680e-06
14532	14007	jeep	25804	5.680e-06
14705	18639	##ulin	25803	5.679e-06
16044	20552	##hui	25800	5.679e-06
15042	10716	noel	25798	5.678e-06
16822	25990	##bari	25792	5.677e-06
15563	14444	notices	25790	5.677e-06
14298	14708	stool	25788	5.676e-06
5348	12999	begged	25786	5.676e-06
12218	29830	##ع	25781	5.675e-06
15994	12674	bergen	25780	5.674e-06
13571	28992	##isen	25770	5.672e-06
9465	12249	chennai	25768	5.672e-06
13178	15165	westward	25768	5.672e-06
11829	12372	emeritus	25768	5.672e-06
9923	13423	sticking	25767	5.672e-06
13464	11945	benny	25766	5.671e-06
12314	11608	coleman	25760	5.670e-06
14338	11478	grinning	25757	5.669e-06
15415	19593	esteem	25746	5.667e-06
7045	21510	maxi	25745	5.667e-06
10086	17726	##evic	25743	5.666e-06
10530	12489	kidding	25741	5.666e-06
13337	13930	debts	25734	5.664e-06
15633	11627	##ulus	25732	5.664e-06
17707	10086	edit	25729	5.663e-06
14463	11688	ronnie	25727	5.663e-06
566	14705	playground	25726	5.663e-06
13019	12108	telecommunications	25725	5.662e-06
14240	13518	marx	25723	5.662e-06
14188	13902	##elia	25721	5.661e-06
13922	17085	coil	25720	5.661e-06
10981	21688	superb	25719	5.661e-06
10826	14628	piercing	25716	5.660e-06
15176	14984	ashamed	25715	5.660e-06
15488	25636	pens	25714	5.660e-06
11146	13051	attractions	25713	5.660e-06
15613	13588	supervised	25712	5.659e-06
13350	12724	aviv	25711	5.659e-06
6468	13377	evacuated	25710	5.659e-06
15878	12180	telugu	25710	5.659e-06
12069	16474	diagnostic	25708	5.659e-06
17604	16278	wonders	25707	5.658e-06
14246	15758	##ntal	25706	5.658e-06
15063	12973	miniature	25696	5.656e-06
14572	14446	extinction	25686	5.654e-06
12424	14053	emergence	25686	5.654e-06
15199	12291	suffolk	25685	5.653e-06
14790	28875	##lge	25685	5.653e-06
10460	14741	pilgrimage	25675	5.651e-06
15140	11736	syracuse	25674	5.651e-06
3023	16375	assurance	25672	5.651e-06
11743	14356	##vier	25672	5.651e-06
12609	13239	commissions	25669	5.650e-06
13073	15075	samoa	25659	5.648e-06
12394	14580	ginger	25658	5.648e-06
14247	18143	##ryn	25657	5.647e-06
12584	14777	depressed	25656	5.647e-06
11944	20909	##nca	25654	5.647e-06
15993	14189	bucks	25649	5.646e-06
14531	12819	wheeler	25649	5.646e-06
28675	11613	##yama	25647	5.645e-06
16295	24597	##bek	25646	5.645e-06
9843	12110	lindsay	25646	5.645e-06
13211	21927	##vah	25642	5.644e-06
10757	13275	raises	25641	5.644e-06
15644	15778	fragment	25641	5.644e-06
13367	12120	judy	25640	5.644e-06
8329	12769	institutes	25628	5.641e-06
14437	14036	entertaining	25626	5.641e-06
11481	16872	##vd	25626	5.641e-06
17746	16218	critique	25621	5.639e-06
13339	12240	midland	25615	5.638e-06
15137	12976	escapes	25615	5.638e-06
13511	15117	deadline	25614	5.638e-06
14491	13507	robots	25613	5.638e-06
13021	15718	minus	25612	5.637e-06
13931	18540	203	25611	5.637e-06
13770	12790	constantine	25606	5.636e-06
13220	13416	reduces	25605	5.636e-06
4319	17278	dams	25604	5.636e-06
13453	13409	shrug	25602	5.635e-06
13342	13150	##zong	25599	5.635e-06
15904	13856	announcing	25597	5.634e-06
13081	12799	astronomy	25597	5.634e-06
14031	18858	plato	25592	5.633e-06
11849	11517	1828	25591	5.633e-06
14077	12896	turks	25590	5.633e-06
12494	13616	demonstrations	25590	5.633e-06
19862	13192	omar	25589	5.632e-06
12147	12029	estonian	25588	5.632e-06
16450	13598	colombian	25588	5.632e-06
20663	13630	negotiated	25588	5.632e-06
9344	13868	acquiring	25586	5.632e-06
13933	13189	councillors	25580	5.630e-06
13967	15082	razor	25579	5.630e-06
17500	22481	scriptures	25578	5.630e-06
13588	13609	semester	25574	5.629e-06
11409	11934	madagascar	25571	5.628e-06
13876	17300	earnest	25569	5.628e-06
15697	27633	##pod	25567	5.628e-06
3686	14178	humid	25565	5.627e-06
16355	24457	##bill	25563	5.627e-06
14011	13561	parachute	25561	5.626e-06
13508	12434	maharashtra	25559	5.626e-06
14783	26000	fide	25559	5.626e-06
15746	12059	##enburg	25557	5.625e-06
15239	14091	concealed	25556	5.625e-06
16012	17395	bait	25555	5.625e-06
15843	12310	cumberland	25545	5.623e-06
13097	14086	lowe	25545	5.623e-06
12137	15202	##rey	25540	5.622e-06
15730	13279	coined	25533	5.620e-06
12648	15002	subscription	25532	5.620e-06
14376	13452	trout	25532	5.620e-06
13820	13166	theatres	25529	5.619e-06
8654	12501	melted	25528	5.619e-06
5210	15912	clown	25525	5.618e-06
13328	16562	sega	25525	5.618e-06
11539	16467	##dicate	25523	5.618e-06
12486	13848	outright	25515	5.616e-06
12208	28618	clap	25503	5.613e-06
10774	13726	safer	25499	5.613e-06
14574	14797	rhythmic	25497	5.612e-06
15074	16101	dir	25489	5.610e-06
13231	13313	fortified	25488	5.610e-06
13579	14132	##yard	25486	5.610e-06
12295	13949	strengthened	25483	5.609e-06
13517	12738	cadet	25481	5.609e-06
7161	17379	antagonist	25480	5.608e-06
16103	14710	inadequate	25480	5.608e-06
15263	14313	demonstrating	25479	5.608e-06
14279	14774	##elle	25479	5.608e-06
15854	13617	sensor	25476	5.607e-06
14474	14153	unexpectedly	25474	5.607e-06
13943	12443	chartered	25472	5.607e-06
15636	12504	simulation	25466	5.605e-06
15475	13065	drawer	25463	5.605e-06
12670	18601	versa	25463	5.605e-06
12474	12343	tasmania	25462	5.604e-06
12964	12812	agony	25461	5.604e-06
15608	15374	synod	25458	5.604e-06
14282	12602	parkway	25458	5.604e-06
11652	13907	sensors	25457	5.603e-06
14765	16644	joking	25456	5.603e-06
10179	21536	jing	25454	5.603e-06
13856	16505	##genic	25452	5.602e-06
16226	12416	photographic	25449	5.602e-06
14847	15908	unite	25445	5.601e-06
14793	13152	crescent	25445	5.601e-06
13361	12698	commercials	25442	5.600e-06
12514	16506	##oor	25438	5.599e-06
11877	14114	nitrogen	25436	5.599e-06
16594	11482	wesley	25435	5.598e-06
14106	22737	serra	25435	5.598e-06
14579	15701	shouts	25434	5.598e-06
9395	13273	grabs	25422	5.596e-06
12250	23084	perceive	25420	5.595e-06
11139	16833	chalk	25416	5.594e-06
7267	14070	fleeing	25415	5.594e-06
11121	12855	irene	25415	5.594e-06
13308	10832	contestant	25411	5.593e-06
13934	17925	robes	25401	5.591e-06
13885	26850	pei	25399	5.591e-06
27464	19274	insert	25397	5.590e-06
9073	19528	invalid	25391	5.589e-06
15968	23055	mane	25389	5.588e-06
14259	18367	##wart	25387	5.588e-06
14942	17244	lex	25387	5.588e-06
15783	15241	overly	25383	5.587e-06
12922	19419	##oic	25383	5.587e-06
14722	13345	defenses	25381	5.587e-06
7500	13763	risen	25376	5.585e-06
14032	17894	impress	25374	5.585e-06
13035	19046	neglect	25373	5.585e-06
14199	13312	shores	25372	5.585e-06
19556	17664	salute	25368	5.584e-06
15382	24887	##vac	25366	5.583e-06
15892	16053	consultation	25360	5.582e-06
11523	18792	troll	25357	5.581e-06
13467	13252	ventures	25356	5.581e-06
20466	13472	muscular	25356	5.581e-06
14947	14624	misery	25348	5.579e-06
13841	26718	dt	25347	5.579e-06
9803	11893	laurel	25346	5.579e-06
13632	16834	potent	25345	5.579e-06
14335	15373	pickup	25340	5.578e-06
16465	19085	penis	25338	5.577e-06
17057	13030	lotus	25337	5.577e-06
9079	14138	##owing	25333	5.576e-06
14254	13604	unanimous	25332	5.576e-06
16574	13948	refusal	25332	5.576e-06
14882	1164	κ	25330	5.575e-06
14178	13831	ensuing	25321	5.573e-06
12849	12182	viscount	25321	5.573e-06
4836	14110	emerald	25317	5.572e-06
10840	14404	occurrence	25316	5.572e-06
15020	17938	interrupt	25313	5.572e-06
13265	15913	glove	25296	5.568e-06
22405	18237	peach	25284	5.565e-06
13768	13229	cnn	25281	5.565e-06
17282	24970	excel	25277	5.564e-06
12657	12526	diaz	25276	5.563e-06
13435	13506	lifelong	25273	5.563e-06
7850	11526	chapman	25271	5.562e-06
14014	14695	pigs	25269	5.562e-06
16018	17328	traitor	25268	5.562e-06
11626	13499	weekends	25263	5.561e-06
13731	13794	constituent	25260	5.560e-06
14897	15118	##rail	25258	5.560e-06
12237	14475	postponed	25255	5.559e-06
14852	13989	jockey	25254	5.559e-06
9097	13307	outlet	25251	5.558e-06
16636	13296	organizational	25249	5.558e-06
15483	15020	claw	25243	5.556e-06
17515	11770	amused	25243	5.556e-06
13636	12466	publishes	25242	5.556e-06
18260	12268	commentator	25242	5.556e-06
5592	15140	unfortunate	25239	5.555e-06
14059	13134	additions	25237	5.555e-06
13741	20679	##lage	25234	5.554e-06
14076	23806	##git	25233	5.554e-06
16693	15208	zeus	25232	5.554e-06
4273	14419	serena	25231	5.554e-06
16723	29273	eugen	25229	5.553e-06
15964	13335	resisted	25228	5.553e-06
9723	14230	gdp	25224	5.552e-06
15399	16311	epidemic	25217	5.550e-06
2230	13747	tallest	25217	5.550e-06
13954	29735	##υ	25214	5.550e-06
14562	23068	uv	25209	5.549e-06
14025	14842	creativity	25208	5.549e-06
14159	11782	carey	25207	5.548e-06
13110	26668	almighty	25204	5.548e-06
15653	17861	miracles	25202	5.547e-06
11386	11645	bolivia	25201	5.547e-06
13331	14348	solitary	25200	5.547e-06
16383	13811	dominance	25197	5.546e-06
15051	15942	vega	25194	5.545e-06
12653	14560	arabs	25185	5.543e-06
14645	21057	##90	25184	5.543e-06
15420	11523	1829	25183	5.543e-06
10790	15811	rains	25182	5.543e-06
10784	22740	##sari	25180	5.542e-06
18052	14809	pillar	25176	5.541e-06
12666	1170	π	25171	5.540e-06
16868	16557	concord	25167	5.539e-06
16902	11617	1824	25163	5.539e-06
13192	17632	wedge	25162	5.538e-06
14936	14927	offerings	25162	5.538e-06
16883	25170	terre	25161	5.538e-06
10885	17452	##nae	25158	5.537e-06
11769	14892	fearing	25149	5.536e-06
14281	12300	sparks	25149	5.536e-06
13678	13622	soils	25146	5.535e-06
15248	19841	##70	25141	5.534e-06
15443	15533	mural	25140	5.534e-06
10691	15979	##udge	25140	5.534e-06
15999	11318	mikhail	25139	5.533e-06
13791	23185	##crat	25124	5.530e-06
14051	12081	cameo	25121	5.529e-06
14356	18032	##ffen	25117	5.528e-06
3731	11999	benson	25116	5.528e-06
10620	13431	hesitation	25112	5.527e-06
14402	9674	garrett	25108	5.526e-06
14503	14012	bundle	25106	5.526e-06
24999	22147	sharpe	25104	5.526e-06
14317	14368	smashed	25104	5.526e-06
13986	13996	projection	25100	5.525e-06
14873	13508	displacement	25098	5.524e-06
14101	15534	##lous	25096	5.524e-06
20154	12745	folding	25093	5.523e-06
12951	12875	210	25089	5.522e-06
13119	12303	##ovich	25088	5.522e-06
13138	13679	lara	25088	5.522e-06
13633	18221	hindus	25084	5.521e-06
13960	15359	forensic	25080	5.520e-06
12753	22112	messiah	25075	5.519e-06
7726	14438	crystals	25066	5.517e-06
15753	24748	haste	25065	5.517e-06
14994	14286	socially	25064	5.517e-06
15451	14592	polls	25064	5.517e-06
13671	21741	torment	25060	5.516e-06
15136	13725	judaism	25058	5.515e-06
14479	15345	pills	25056	5.515e-06
12244	13742	robbery	25051	5.514e-06
16316	13810	listeners	25048	5.513e-06
27815	16343	cutter	25046	5.513e-06
13317	14865	plea	25046	5.513e-06
15778	27481	contend	25045	5.513e-06
9024	22187	##ulla	25044	5.512e-06
14261	14253	erotic	25040	5.512e-06
17235	13317	columnist	25038	5.511e-06
15050	25023	##lang	25032	5.510e-06
19466	14610	rewarded	25030	5.509e-06
13223	13783	blows	25026	5.508e-06
8039	14392	verdict	25021	5.507e-06
14303	18904	amir	25010	5.505e-06
13983	24514	crunch	24999	5.503e-06
14054	15389	execute	24995	5.502e-06
13839	15111	mormon	24989	5.500e-06
13775	13424	fisheries	24984	5.499e-06
7853	14818	masculine	24981	5.499e-06
14383	13061	aluminum	24980	5.498e-06
14019	16898	##xie	24977	5.498e-06
15153	15273	compartment	24975	5.497e-06
12883	13877	waitress	24973	5.497e-06
4941	16449	directive	24972	5.497e-06
15875	11205	bates	24961	5.494e-06
14642	22172	##dim	24960	5.494e-06
5016	18999	yong	24957	5.493e-06
14107	21290	hose	24956	5.493e-06
12587	13924	chord	24956	5.493e-06
15256	13618	rotating	24952	5.492e-06
18083	20348	##xx	24951	5.492e-06
16477	25062	##dda	24949	5.491e-06
13024	11811	clayton	24945	5.491e-06
15681	14325	embarrassment	24945	5.491e-06
12681	12838	lambert	24944	5.490e-06
14243	13743	facto	24938	5.489e-06
12163	25083	##nob	24938	5.489e-06
13379	19461	quiz	24935	5.488e-06
1035	28402	##roll	24934	5.488e-06
14489	21007	##ulf	24929	5.487e-06
14564	14481	dissertation	24929	5.487e-06
14189	13208	pratt	24928	5.487e-06
14284	14309	dripping	24928	5.487e-06
19534	15157	prevalent	24923	5.486e-06
11083	13562	adjoining	24920	5.485e-06
14826	13037	macedonian	24919	5.485e-06
13555	14860	clearance	24916	5.484e-06
14902	15643	##frame	24912	5.483e-06
14621	12584	mccarthy	24911	5.483e-06
23129	24316	##fk	24906	5.482e-06
13578	12982	georgetown	24894	5.479e-06
18309	13946	proving	24893	5.479e-06
12022	16342	fatigue	24891	5.479e-06
15839	11789	wong	24887	5.478e-06
13230	13916	seeded	24886	5.478e-06
17963	12634	norwich	24885	5.477e-06
7018	11943	itunes	24884	5.477e-06
13859	29045	##dav	24881	5.477e-06
12948	17620	bing	24878	5.476e-06
14535	15699	comet	24868	5.474e-06
14094	14795	##ttered	24865	5.473e-06
13595	28891	##ghi	24850	5.470e-06
12467	15823	blockade	24848	5.469e-06
13468	16330	evaluated	24848	5.469e-06
13916	15661	communion	24846	5.469e-06
13006	27136	stink	24838	5.467e-06
16380	11716	countess	24834	5.466e-06
14876	15468	solicitor	24834	5.466e-06
14694	15058	##base	24831	5.466e-06
9157	15283	ambush	24829	5.465e-06
15333	29234	##scribe	24827	5.465e-06
15061	14619	##iard	24825	5.464e-06
16648	12092	karnataka	24824	5.464e-06
18462	21144	rb	24823	5.464e-06
13311	27042	thrash	24822	5.464e-06
13649	17428	oven	24822	5.464e-06
10200	24054	inhibitor	24819	5.463e-06
14120	22379	##rka	24817	5.462e-06
10099	14629	potatoes	24817	5.462e-06
12813	13751	usd	24816	5.462e-06
13913	14496	pits	24816	5.462e-06
11404	12270	darren	24813	5.462e-06
10992	13853	calcium	24811	5.461e-06
12477	16910	pathways	24809	5.461e-06
14602	14360	malik	24808	5.460e-06
3419	14152	successes	24806	5.460e-06
14592	22631	##iform	24806	5.460e-06
14809	13952	baghdad	24804	5.460e-06
14723	28943	##vere	24803	5.459e-06
2758	16561	morality	24802	5.459e-06
16329	13266	amended	24798	5.458e-06
14301	17608	tsar	24797	5.458e-06
15581	13646	repertoire	24797	5.458e-06
14187	13879	devastated	24793	5.457e-06
12049	12770	posthumously	24792	5.457e-06
15812	10045	magnus	24786	5.456e-06
5528	20895	betray	24786	5.456e-06
16846	24432	amin	24786	5.456e-06
14576	17757	boycott	24784	5.455e-06
7054	13733	gable	24784	5.455e-06
15817	13821	##haus	24783	5.455e-06
10713	13438	antenna	24779	5.454e-06
15764	16656	##ngo	24779	5.454e-06
15097	14212	wolfe	24778	5.454e-06
13717	14476	metacritic	24776	5.453e-06
12852	29247	##zle	24771	5.452e-06
9278	18620	##pper	24768	5.452e-06
14973	13234	eliza	24762	5.450e-06
13362	14591	rebuild	24759	5.450e-06
15974	12915	panthers	24757	5.449e-06
14236	12596	comparative	24755	5.449e-06
16779	13200	pioneers	24754	5.449e-06
11269	13116	forestry	24748	5.447e-06
12110	13091	gamma	24746	5.447e-06
10364	22259	reflex	24738	5.445e-06
12966	17152	contempt	24735	5.444e-06
15605	17644	##zzle	24734	5.444e-06
15043	15310	grandpa	24731	5.444e-06
14763	16638	aft	24726	5.442e-06
16179	13908	developmental	24721	5.441e-06
14111	14075	##bby	24720	5.441e-06
13694	12701	skiing	24719	5.441e-06
12228	13947	##lton	24719	5.441e-06
15094	17060	timeline	24718	5.441e-06
15241	16724	enlightenment	24716	5.440e-06
11543	14470	nikki	24712	5.439e-06
14567	13104	folklore	24708	5.438e-06
14872	13867	speeches	24704	5.438e-06
15085	14711	mates	24704	5.438e-06
13430	29743	##ж	24704	5.438e-06
13037	10707	ellie	24695	5.436e-06
14121	21205	##issa	24694	5.435e-06
14729	16061	mosaic	24684	5.433e-06
15257	13178	shades	24683	5.433e-06
8619	16111	ants	24678	5.432e-06
13533	28182	£3	24674	5.431e-06
11912	13415	commemorate	24670	5.430e-06
16102	27172	##rgh	24670	5.430e-06
13807	12497	riverside	24670	5.430e-06
7062	18491	##ection	24669	5.430e-06
17163	12916	scenic	24665	5.429e-06
14632	12899	cambodia	24661	5.428e-06
5929	15975	##zone	24654	5.427e-06
14052	15126	seize	24653	5.426e-06
12067	13869	exams	24652	5.426e-06
12878	13735	expired	24652	5.426e-06
10085	17674	remark	24652	5.426e-06
14919	14382	volunteered	24650	5.426e-06
14767	13358	howe	24649	5.425e-06
10440	18702	##eres	24647	5.425e-06
14851	14977	cares	24641	5.424e-06
4216	14271	pavement	24636	5.423e-06
14363	19234	##osition	24635	5.422e-06
4653	13543	incorporating	24633	5.422e-06
13758	14147	##ying	24632	5.422e-06
14174	14130	hemisphere	24630	5.421e-06
12931	13516	marrying	24629	5.421e-06
7809	11660	tattoo	24625	5.420e-06
15150	14767	##ncies	24624	5.420e-06
13755	16669	magician	24624	5.420e-06
12303	13365	sodium	24622	5.420e-06
14140	13263	stabbed	24615	5.418e-06
15194	13992	occupying	24613	5.418e-06
12851	12542	trailing	24612	5.417e-06
15303	13393	1790	24608	5.416e-06
14126	13050	inclined	24608	5.416e-06
14999	24326	palo	24606	5.416e-06
12507	13467	exceed	24602	5.415e-06
15744	14524	renewal	24599	5.414e-06
10220	13918	renewable	24596	5.414e-06
16444	1271	ب	24595	5.414e-06
16854	14902	texture	24591	5.413e-06
15320	18503	gamble	24586	5.412e-06
14260	15300	constellation	24585	5.411e-06
15388	13802	guarded	24578	5.410e-06
15883	13959	##cock	24577	5.410e-06
12042	16079	verge	24576	5.409e-06
17783	12817	touches	24575	5.409e-06
13843	22780	##grate	24574	5.409e-06
15034	14052	genocide	24567	5.407e-06
16860	15172	##rating	24567	5.407e-06
14264	17847	##cite	24565	5.407e-06
13800	22052	asshole	24564	5.407e-06
5434	22734	##aja	24559	5.406e-06
13221	13304	holders	24558	5.405e-06
11031	14673	sasha	24554	5.405e-06
14201	18094	endure	24546	5.403e-06
16292	23062	##vern	24545	5.403e-06
13409	14009	observers	24543	5.402e-06
18006	14063	elijah	24543	5.402e-06
4866	13440	consort	24542	5.402e-06
11494	21272	##uid	24537	5.401e-06
9404	16100	unseen	24536	5.401e-06
13623	14505	##uation	24534	5.400e-06
11925	14097	##ided	24530	5.399e-06
7114	12741	sketches	24512	5.395e-06
13589	27813	£5	24510	5.395e-06
11209	14790	pact	24509	5.395e-06
